0,1,2
-4.3838873,-6.7243447,-14.84621
-4.471866,-6.624065,-14.137773
-4.6547956,-6.9728613,-14.572934
-4.633738,-6.8447104,-14.2239895
-4.3846474,-6.7253203,-14.846208
-4.517809,-6.685885,-14.140701
-4.6393075,-6.9681587,-14.621657
-4.205312,-6.438916,-14.6141615
-4.3838873,-6.7243447,-14.84621
-4.205301,-6.438866,-14.614031
-4.6145535,-6.95277,-14.67574
-4.3838873,-6.7243447,-14.84621
-4.383625,-6.524737,-14.172973
-4.3838873,-6.7243447,-14.84621
-4.205312,-6.438916,-14.6141615
-4.517809,-6.685885,-14.140701
-4.348909,-6.4898324,-14.202195
-5.661042,-5.6817102,-14.785112
-5.661042,-5.6817102,-14.785112
12.091274,9.258338,-3.0289857
12.7775755,9.012178,-2.559283
12.7775755,9.012178,-2.559283
12.7775755,9.012178,-2.559283
12.7775755,9.012178,-2.559283
12.7775755,9.012178,-2.559283
12.7775755,9.012178,-2.559283
12.7775755,9.012178,-2.559283
12.7775755,9.012178,-2.559283
12.7775755,9.012178,-2.559283
12.7775755,9.012178,-2.559283
12.7775755,9.012178,-2.559283
12.7775755,9.012178,-2.559283
12.7775755,9.012178,-2.559283
12.7775755,9.012178,-2.559283
12.7775755,9.012178,-2.559283
12.7775755,9.012178,-2.559283
12.7775755,9.012178,-2.559283
12.38132,9.598831,-3.0558877
12.217172,9.663533,-2.4558644
12.079085,9.250639,-3.0154274
12.417707,9.787206,-2.6873865
12.217172,9.663533,-2.4558644
12.217172,9.663533,-2.4558644
11.95042,9.249333,-2.6883354
12.38132,9.598831,-3.0558877
12.217172,9.663533,-2.4558644
12.079085,9.250639,-3.0154274
11.984953,9.366166,-2.5098784
12.38132,9.598831,-3.0558877
12.217172,9.663533,-2.4558644
11.955105,9.233939,-2.7369246
11.976529,9.349382,-2.5275972
12.38132,9.598831,-3.0558877
12.217172,9.663533,-2.4558644
12.38132,9.598831,-3.0558877
11.985274,9.366732,-2.5092127
11.952681,9.23919,-2.717912
12.097366,9.261106,-3.0358655
11.952681,9.23919,-2.717912
11.97003,9.33531,-2.5441365
12.38132,9.598831,-3.0558877
12.083344,9.253224,-3.0203602
12.38132,9.598831,-3.0558877
12.38132,9.598831,-3.0558877
12.41503,9.786865,-2.6845741
12.41503,9.786865,-2.6845741
11.984953,9.366166,-2.5098784
12.217172,9.663533,-2.4558644
12.38132,9.598831,-3.0558877
12.217172,9.663533,-2.4558644
12.079085,9.250639,-3.0154274
12.091274,9.258338,-3.0289857
12.418343,9.787224,-2.6900425
12.217172,9.663533,-2.4558644
12.079085,9.250639,-3.0154274
12.38132,9.598831,-3.0558877
11.984953,9.366166,-2.5098784
12.417947,9.787019,-2.6925352
12.417935,9.787224,-2.6877246
12.217172,9.663533,-2.4558644
12.38132,9.598831,-3.0558877
12.065979,9.243286,-2.9989133
12.065979,9.243286,-2.9989133
11.985274,9.366732,-2.5092127
12.38132,9.598831,-3.0558877
12.41503,9.786865,-2.6845741
11.971671,9.339016,-2.539654
12.38132,9.598831,-3.0558877
11.952681,9.23919,-2.717912
12.7775755,9.012178,-2.559283
12.7775755,9.012178,-2.559283
13.383079,8.502445,-2.3368762
13.383079,8.502445,-2.3368762
13.383079,8.502445,-2.3368762
13.383079,8.502445,-2.3368762
13.383079,8.502445,-2.3368762
13.383079,8.502445,-2.3368762
13.383079,8.502445,-2.3368762
13.383079,8.502445,-2.3368762
13.383079,8.502445,-2.3368762
13.383079,8.502445,-2.3368762
13.383079,8.502445,-2.3368762
13.383079,8.502445,-2.3368762
13.383079,8.502445,-2.3368762
13.383079,8.502445,-2.3368762
13.383079,8.502445,-2.3368762
13.383079,8.502445,-2.336876
13.383079,8.502445,-2.3368762
13.383079,8.502445,-2.3368762
13.383079,8.502445,-2.3368762
13.383079,8.502445,-2.3368762
13.907374,7.8177724,-2.4150703
14.183429,8.172779,-2.3652854
13.718949,7.7550273,-2.0601845
13.932894,8.131623,-1.7806008
13.976841,7.8842764,-2.4540303
13.718949,7.7550273,-2.0601845
14.183429,8.172779,-2.3652854
14.038594,7.9518814,-2.47193
13.770358,7.916867,-1.8287647
14.169641,8.303017,-2.032647
14.183429,8.172779,-2.3652854
13.976841,7.8842764,-2.4540303
14.183429,8.172779,-2.3652854
13.990675,8.192824,-1.8018769
13.74074,7.7327332,-2.171008
13.990675,8.192824,-1.8018769
13.74074,7.7327332,-2.171008
13.990675,8.192824,-1.8018769
13.976841,7.8842764,-2.4540303
13.932894,8.131623,-1.7806008
13.976841,7.8842764,-2.4540303
14.170686,8.303084,-2.0351522
14.169641,8.303017,-2.032647
14.16485,8.302233,-2.0192819
13.770951,7.920922,-1.8248669
14.168017,8.302668,-2.0280092
13.907374,7.8177724,-2.4150703
13.990675,8.192824,-1.8018769
13.799585,7.964972,-1.799804
14.178018,8.303034,-2.0542727
13.770358,7.916867,-1.8287647
13.718949,7.7550273,-2.0601845
13.932894,8.131623,-1.7806008
14.183429,8.172779,-2.3652854
14.183429,8.172779,-2.3652854
13.718949,7.7550273,-2.0601845
14.183429,8.172779,-2.3652854
14.176366,8.303135,-2.0496774
13.932894,8.131623,-1.7806008
13.923522,7.8337502,-2.429193
13.923522,7.8337502,-2.429193
14.176705,8.303093,-2.0486114
13.74074,7.7327332,-2.171008
13.74074,7.7327332,-2.171008
13.895915,7.809909,-2.4090166
13.741316,7.8580856,-1.8834465
13.990675,8.192824,-1.8018769
14.183429,8.172779,-2.3652854
14.183429,8.172779,-2.3652854
13.718949,7.7550273,-2.0601845
13.907374,7.8177724,-2.4150703
13.770358,7.916867,-1.8287647
-14.668831,-6.8676944,3.832285
-14.668831,-6.8676944,3.832285
11.877168,6.6755877,7.7933326
0.70184684,-15.439509,5.148521
-0.60290325,-15.144609,7.2617884
-0.08626176,-15.160607,6.563795
-0.0862617,-15.160609,6.5637965
-0.08626145,-15.160606,6.563796
-0.08626176,-15.160607,6.563795
-0.08626157,-15.160608,6.5637956
-0.08626191,-15.160608,6.5637956
-0.08626176,-15.160607,6.563795
-0.08626152,-15.160607,6.563796
-0.08626145,-15.160606,6.563796
-0.08626146,-15.160606,6.5637956
-0.08626174,-15.160608,6.5637965
-0.08626157,-15.160608,6.5637956
-0.08626176,-15.160607,6.563795
-0.68296665,-14.912269,7.14364
-0.25657606,-14.5722,7.183846
0.010189019,-14.892452,7.384508
-0.25657606,-14.5722,7.183846
-0.25657606,-14.5722,7.183846
-0.25657606,-14.5722,7.183846
-0.55854625,-15.192343,7.291415
-0.079696745,-15.099627,7.427562
-0.68296665,-14.912269,7.14364
-0.25657606,-14.5722,7.183846
-0.68296665,-14.912269,7.14364
0.008897699,-14.7814865,7.346554
-0.68296665,-14.912269,7.14364
0.008095565,-14.78311,7.331386
-0.68296665,-14.912269,7.14364
0.009864737,-14.890442,7.3843637
0.008095565,-14.78311,7.331386
-0.5948355,-14.693122,7.093699
-0.079696745,-15.099627,7.427562
-0.6001321,-14.699962,7.094641
-0.25657606,-14.5722,7.183846
-0.39569932,-15.245535,7.3720484
-0.39569932,-15.245535,7.3720484
0.008094866,-14.783106,7.3313847
-0.39569932,-15.245535,7.3720484
-0.25657606,-14.5722,7.183846
-0.25657606,-14.5722,7.183846
-0.39569932,-15.245535,7.3720484
0.008897699,-14.7814865,7.346554
-0.25657606,-14.5722,7.183846
-0.079696745,-15.099627,7.427562
-0.39569932,-15.245535,7.3720484
-0.25657606,-14.5722,7.183846
-0.68296665,-14.912269,7.14364
0.002585774,-14.957864,7.399304
-0.38943604,-15.245871,7.3742013
-0.60290325,-15.144609,7.2617884
-0.68296665,-14.912269,7.14364
-0.25657606,-14.5722,7.183846
-0.079696745,-15.099627,7.427562
-0.38943604,-15.245871,7.3742013
-0.55854625,-15.192343,7.291415
-0.079696745,-15.099627,7.427562
-0.5971033,-14.696238,7.094321
-0.6051917,-14.7052,7.0943975
-0.25657606,-14.5722,7.183846
-0.60118103,-14.700446,7.0947967
-0.68296665,-14.912269,7.14364
-0.39569932,-15.245535,7.3720484
-0.55854625,-15.192343,7.291415
-0.079696745,-15.099627,7.427562
-0.079696745,-15.099627,7.427562
-0.0862617,-15.160609,6.5637965
-0.08626191,-15.160608,6.5637956
0.17585546,-15.425704,5.833787
0.17585519,-15.4257,5.833787
0.17585562,-15.425699,5.833785
0.17585531,-15.425704,5.8337865
0.17585562,-15.425699,5.833785
0.17585562,-15.425699,5.833785
0.17585519,-15.4257,5.833787
0.17585552,-15.425698,5.8337846
0.17585552,-15.425698,5.8337846
0.17585549,-15.425699,5.833785
0.17585562,-15.425699,5.833785
0.17585562,-15.425699,5.833785
0.17585564,-15.425699,5.8337846
0.17585549,-15.425699,5.833785
0.17585531,-15.425704,5.8337865
0.17585546,-15.425704,5.833787
0.17585562,-15.425699,5.833785
0.17585546,-15.425704,5.833787
0.17585537,-15.425701,5.8337855
0.17585549,-15.425699,5.833785
0.328408,-15.359671,4.9848475
0.77722484,-15.60959,5.241159
0.32836342,-15.359688,4.984839
0.5905962,-15.961152,5.2954254
0.67378026,-15.40858,5.127468
0.6943629,-15.86176,5.295841
0.2856652,-16.00843,5.2040224
0.08740864,-15.669693,5.012284
0.708192,-15.447452,5.1536903
0.68817854,-15.423981,5.1369896
0.08700733,-15.672253,5.013082
0.23172686,-15.983216,5.1762357
0.7302157,-15.803019,5.288088
0.77722484,-15.60959,5.241159
0.6735767,-15.408571,5.127247
0.3231139,-15.36203,4.983154
0.20807306,-15.436532,4.9699903
0.2027569,-15.443232,4.969547
0.20807306,-15.436532,4.9699903
0.46536285,-15.331072,5.024282
0.2856652,-16.00843,5.2040224
0.23172686,-15.983216,5.1762357
0.099563934,-15.642521,5.0007052
0.09057096,-15.671163,5.0110774
0.63210297,-15.928737,5.2982864
0.28671238,-16.00877,5.204498
0.48575827,-15.329725,5.033056
0.20872416,-15.435751,4.9699636
0.77722484,-15.60959,5.241159
0.6316923,-15.929102,5.298272
0.18930295,-15.951426,5.1485023
0.08696597,-15.67256,5.013179
0.4632461,-15.331118,5.023624
0.47504234,-15.331507,5.027771
0.23172686,-15.983216,5.1762357
0.6943629,-15.86176,5.295841
0.14068581,-15.877168,5.097322
0.63197595,-15.92885,5.2982817
0.090901986,-15.669648,5.01057
0.71434206,-15.455152,5.159495
0.08684084,-15.673333,5.013437
0.77722484,-15.60959,5.241159
0.102613345,-15.637928,4.9987497
0.4653832,-15.331071,5.0242896
0.6316923,-15.929102,5.298272
0.2856652,-16.00843,5.2040224
0.63210297,-15.928737,5.2982864
0.63210297,-15.928737,5.2982864
0.2351959,-15.985176,5.178164
0.70184684,-15.439509,5.148521
0.2351959,-15.985176,5.178164
0.71488065,-15.831369,5.2923145
-0.08626152,-15.160607,6.563796
-0.08626157,-15.160608,6.5637956
13.544225,5.0829268,6.9873705
12.8143635,5.552578,7.032033
12.8143635,5.552578,7.032033
12.8143635,5.552578,7.032033
12.8143635,5.552578,7.032033
12.8143635,5.552578,7.032033
12.8143635,5.552578,7.032033
12.8143635,5.552578,7.032033
12.8143635,5.552578,7.032033
12.8143635,5.552578,7.032033
12.8143635,5.552578,7.032033
12.8143635,5.552578,7.032033
12.8143635,5.552578,7.032033
12.8143635,5.552578,7.032033
12.8143635,5.552578,7.032033
12.8143635,5.552578,7.032033
12.8143635,5.552578,7.032033
12.8143635,5.552578,7.032033
13.408935,4.9339743,7.1577306
13.163424,4.981269,6.4787273
13.425582,4.947012,7.1484685
12.976347,4.7142677,6.8916464
13.544225,5.0829268,6.9873705
13.544225,5.0829268,6.9873705
13.163424,4.981269,6.4787273
13.421178,5.1416426,6.5654798
13.548465,5.161598,6.7773128
13.54993,5.094504,6.966526
13.160264,4.7634044,7.1224537
13.421178,5.1416426,6.5654798
13.163424,4.981269,6.4787273
13.256495,4.8161273,7.156835
13.421178,5.1416426,6.5654798
13.425582,4.947012,7.1484685
12.976347,4.7142677,6.8916464
13.556791,5.1556034,6.8167067
13.425582,4.947012,7.1484685
13.129468,4.9643683,6.4804864
12.997137,4.831655,6.587695
12.997137,4.831655,6.587695
12.95722,4.7498403,6.738669
13.101476,4.7348633,7.0770335
13.425582,4.947012,7.1484685
12.997137,4.831655,6.587695
13.150338,4.7583985,7.116251
12.956578,4.7471333,6.746638
13.544225,5.0829268,6.9873705
12.997137,4.831655,6.587695
13.163567,4.7642894,7.123313
13.421178,5.1416426,6.5654798
13.387282,5.127169,6.536582
13.421178,5.1416426,6.5654798
13.163424,4.981269,6.4787273
13.163424,4.981269,6.4787273
13.421178,5.1416426,6.5654798
12.95722,4.7498403,6.738669
13.156227,4.97575,6.4797683
13.160264,4.7634044,7.1224537
12.976347,4.7142677,6.8916464
13.544225,5.0829268,6.9873705
12.956578,4.7471333,6.746638
13.150338,4.7583985,7.116251
13.163567,4.7642894,7.123313
13.425582,4.947012,7.1484685
12.956765,4.7454815,6.7511625
13.160264,4.7634044,7.1224537
13.556791,5.1556034,6.8167067
13.421178,5.1416426,6.5654798
13.555702,5.15747,6.8091903
12.976347,4.7142677,6.8916464
12.8143635,5.552578,7.032033
12.8143635,5.552578,7.032033
12.354741,6.1961164,7.2524333
12.354741,6.1961164,7.2524333
12.354741,6.1961164,7.2524333
12.354741,6.1961164,7.2524333
12.354741,6.1961164,7.2524333
