RNA,protein,label
52,22,1
52,23,1
52,25,1
52,26,1
53,20,1
54,0,1
54,15,1
54,20,1
55,5,1
55,7,1
55,21,1
56,5,1
56,26,1
57,2,1
57,5,1
57,15,1
57,20,1
57,21,1
58,5,1
58,7,1
58,20,1
58,21,1
59,0,1
59,1,1
59,5,1
59,14,1
59,17,1
59,21,1
59,22,1
59,23,1
60,5,1
60,7,1
60,21,1
61,5,1
61,21,1
61,23,1
62,1,1
62,9,1
62,14,1
62,17,1
62,20,1
62,21,1
62,22,1
63,12,1
63,21,1
64,5,1
64,15,1
64,20,1
64,21,1
65,0,1
65,1,1
65,2,1
65,5,1
65,12,1
65,13,1
65,14,1
65,15,1
65,16,1
65,17,1
65,19,1
65,20,1
65,21,1
65,22,1
65,23,1
65,25,1
66,5,1
66,7,1
66,23,1
67,7,1
67,21,1
68,1,1
68,2,1
68,5,1
68,7,1
68,13,1
68,14,1
68,15,1
68,16,1
68,17,1
68,19,1
68,21,1
68,22,1
68,23,1
68,26,1
69,5,1
69,26,1
70,5,1
70,15,1
70,21,1
70,23,1
70,26,1
71,7,1
71,15,1
72,13,1
72,16,1
73,1,1
73,5,1
73,9,1
73,10,1
73,14,1
73,15,1
73,17,1
73,21,1
73,22,1
73,23,1
73,25,1
73,26,1
74,12,1
74,13,1
74,16,1
75,5,1
75,21,1
76,15,1
76,23,1
76,26,1
77,0,1
77,1,1
77,12,1
77,13,1
77,14,1
77,15,1
77,16,1
77,17,1
77,20,1
77,22,1
77,25,1
77,26,1
78,5,1
78,15,1
78,21,1
78,22,1
78,23,1
79,15,1
79,21,1
79,26,1
80,15,1
80,25,1
81,7,1
81,26,1
82,0,1
82,1,1
82,2,1
82,5,1
82,13,1
82,14,1
82,15,1
82,16,1
82,17,1
82,19,1
82,20,1
82,21,1
82,22,1
82,23,1
82,25,1
83,5,1
83,15,1
84,5,1
84,15,1
85,1,1
85,5,1
85,14,1
85,15,1
85,17,1
85,22,1
86,9,1
86,26,1
87,5,1
87,20,1
87,23,1
88,7,1
88,21,1
88,26,1
89,5,1
89,20,1
90,0,1
90,15,1
90,19,1
90,20,1
90,25,1
91,5,1
91,15,1
92,1,1
92,14,1
92,17,1
92,22,1
93,0,1
93,5,1
93,7,1
93,19,1
93,20,1
93,21,1
93,23,1
93,25,1
94,1,1
94,12,1
94,14,1
94,17,1
94,22,1
95,2,1
95,5,1
95,15,1
95,21,1
95,22,1
95,23,1
96,5,1
96,15,1
96,19,1
96,20,1
97,9,1
97,26,1
98,5,1
98,13,1
98,15,1
98,16,1
98,21,1
98,23,1
99,7,1
99,9,1
100,0,1
100,5,1
100,19,1
100,26,1
101,2,1
101,5,1
101,7,1
101,15,1
101,21,1
101,25,1
102,5,1
102,9,1
102,12,1
102,15,1
102,26,1
103,15,1
103,20,1
104,2,1
104,5,1
104,15,1
104,20,1
104,21,1
104,23,1
104,25,1
104,26,1
105,7,1
105,21,1
106,0,1
106,15,1
106,25,1
107,0,1
107,2,1
107,5,1
107,9,1
107,12,1
107,13,1
107,16,1
107,21,1
107,23,1
107,26,1
108,15,1
108,23,1
109,2,1
109,5,1
109,9,1
109,15,1
109,19,1
109,20,1
109,21,1
109,23,1
109,25,1
110,0,1
110,2,1
110,5,1
110,15,1
110,20,1
110,21,1
110,23,1
111,2,1
111,5,1
111,15,1
111,19,1
111,20,1
111,21,1
111,23,1
112,5,1
112,15,1
113,5,1
113,9,1
113,15,1
113,21,1
113,23,1
114,2,1
114,9,1
114,15,1
114,20,1
114,21,1
114,23,1
114,25,1
114,26,1
115,5,1
115,23,1
116,5,1
116,9,1
116,15,1
116,23,1
117,19,1
117,20,1
117,21,1
117,23,1
118,15,1
118,20,1
118,23,1
118,26,1
119,15,1
119,20,1
120,5,1
120,21,1
121,2,1
121,5,1
121,21,1
122,13,1
122,16,1
123,2,1
123,5,1
123,15,1
123,21,1
124,9,1
124,26,1
125,9,1
125,15,1
125,26,1
126,9,1
126,22,1
127,5,1
127,7,1
127,23,1
128,5,1
128,9,1
128,15,1
128,21,1
128,25,1
129,1,1
129,5,1
129,12,1
129,13,1
129,14,1
129,15,1
129,16,1
129,17,1
129,20,1
129,21,1
129,22,1
129,23,1
129,25,1
129,26,1
130,0,1
130,1,1
130,2,1
130,5,1
130,9,1
130,14,1
130,15,1
130,17,1
130,19,1
130,20,1
130,21,1
130,22,1
130,23,1
131,1,1
131,10,1
131,14,1
131,17,1
131,19,1
131,22,1
131,25,1
132,9,1
132,20,1
133,5,1
133,15,1
134,5,1
134,15,1
134,20,1
134,21,1
134,22,1
134,23,1
135,15,1
135,21,1
135,23,1
136,9,1
136,15,1
137,9,1
137,15,1
138,15,1
138,19,1
139,5,1
139,15,1
139,21,1
139,22,1
139,23,1
140,1,1
140,2,1
140,5,1
140,14,1
140,15,1
140,17,1
140,19,1
140,21,1
140,22,1
141,2,1
141,15,1
141,26,1
142,21,1
142,23,1
143,5,1
143,21,1
144,9,1
144,20,1
144,25,1
144,26,1
145,0,1
145,2,1
145,5,1
145,7,1
145,15,1
145,20,1
145,21,1
145,25,1
146,13,1
146,16,1
147,0,1
147,1,1
147,5,1
147,7,1
147,14,1
147,15,1
147,17,1
147,19,1
147,20,1
147,21,1
147,22,1
147,23,1
148,15,1
148,21,1
149,0,1
149,20,1
150,5,1
150,21,1
151,1,1
151,14,1
151,15,1
151,17,1
151,22,1
152,5,1
152,23,1
153,0,1
153,5,1
153,15,1
153,20,1
153,21,1
153,23,1
153,25,1
154,15,1
154,21,1
155,5,1
155,15,1
155,21,1
155,22,1
155,23,1
156,5,1
156,26,1
157,1,1
157,5,1
157,14,1
157,15,1
157,17,1
157,21,1
157,22,1
157,23,1
158,5,1
158,15,1
159,5,1
159,15,1
159,21,1
159,23,1
160,21,1
160,23,1
161,9,1
161,15,1
162,7,1
162,15,1
162,20,1
163,5,1
163,15,1
163,19,1
163,20,1
163,21,1
163,23,1
163,25,1
164,9,1
164,15,1
165,2,1
165,15,1
165,26,1
166,15,1
166,23,1
167,5,1
167,15,1
168,5,1
168,9,1
168,15,1
168,19,1
168,21,1
168,23,1
168,26,1
169,2,1
169,15,1
169,20,1
169,25,1
170,9,1
171,15,1
171,20,1
172,2,1
172,15,1
172,20,1
172,26,1
173,2,1
173,5,1
174,1,1
174,14,1
174,15,1
174,17,1
174,22,1
175,7,1
175,20,1
176,5,1
176,20,1
176,23,1
177,0,1
177,20,1
178,5,1
178,15,1
179,2,1
179,5,1
179,12,1
179,15,1
179,21,1
179,23,1
179,25,1
180,15,1
180,25,1
180,26,1
181,5,1
181,15,1
181,20,1
181,21,1
182,5,1
182,23,1
183,5,1
183,15,1
184,9,1
184,20,1
185,2,1
185,5,1
185,9,1
185,10,1
185,15,1
185,26,1
186,5,1
186,15,1
186,21,1
187,15,1
187,21,1
187,25,1
187,26,1
188,0,1
188,9,1
188,15,1
188,20,1
188,25,1
188,26,1
189,5,1
189,15,1
189,19,1
189,20,1
189,21,1
189,23,1
189,25,1
190,5,1
190,7,1
190,23,1
191,15,1
191,25,1
192,5,1
192,15,1
192,21,1
192,25,1
193,5,1
193,15,1
194,5,1
194,15,1
194,22,1
195,2,1
195,9,1
195,15,1
195,21,1
195,23,1
196,2,1
196,15,1
197,2,1
197,5,1
197,15,1
197,21,1
197,22,1
197,23,1
198,2,1
198,15,1
198,20,1
199,0,1
199,1,1
199,2,1
199,5,1
199,7,1
199,12,1
199,14,1
199,15,1
199,17,1
199,19,1
199,20,1
199,21,1
199,22,1
199,23,1
199,25,1
200,2,1
200,5,1
200,23,1
201,2,1
201,5,1
201,15,1
201,21,1
201,23,1
202,5,1
202,21,1
202,23,1
203,1,1
203,5,1
203,14,1
203,15,1
203,17,1
203,22,1
204,0,1
204,15,1
204,20,1
204,25,1
205,0,1
205,1,1
205,2,1
205,7,1
205,14,1
205,15,1
205,17,1
205,20,1
205,22,1
205,25,1
205,26,1
206,15,1
206,20,1
207,15,1
207,21,1
208,7,1
208,21,1
209,2,1
209,15,1
210,0,1
210,5,1
210,12,1
210,15,1
210,19,1
210,20,1
210,21,1
210,23,1
210,25,1
211,15,1
211,20,1
212,5,1
212,23,1
213,2,1
213,15,1
213,21,1
213,22,1
213,26,1
214,5,1
214,26,1
215,5,1
215,15,1
215,20,1
216,5,1
216,15,1
216,21,1
217,15,1
217,25,1
218,9,1
218,10,1
218,15,1
218,21,1
218,26,1
219,5,1
219,21,1
219,23,1
220,1,1
220,2,1
220,7,1
220,13,1
220,14,1
220,16,1
220,17,1
220,20,1
220,22,1
221,5,1
221,9,1
221,26,1
222,2,1
222,15,1
222,20,1
222,21,1
222,26,1
223,1,1
223,2,1
223,5,1
223,14,1
223,15,1
223,17,1
223,19,1
223,20,1
223,21,1
223,22,1
223,23,1
223,25,1
223,26,1
224,1,1
224,5,1
224,9,1
224,14,1
224,15,1
224,17,1
224,19,1
224,20,1
224,21,1
224,22,1
224,23,1
224,25,1
224,26,1
225,0,1
225,5,1
225,15,1
225,20,1
225,21,1
225,23,1
225,25,1
225,26,1
226,2,1
226,5,1
226,15,1
226,23,1
226,26,1
227,15,1
227,21,1
227,22,1
228,1,1
228,5,1
228,7,1
228,14,1
228,15,1
228,17,1
228,22,1
228,23,1
229,19,1
229,26,1
230,5,1
230,15,1
230,19,1
230,21,1
230,23,1
231,5,1
231,21,1
231,26,1
232,15,1
232,21,1
232,23,1
233,1,1
233,14,1
233,15,1
233,17,1
233,20,1
233,22,1
233,25,1
234,7,1
234,10,1
235,1,1
235,14,1
235,15,1
235,17,1
235,22,1
236,5,1
236,21,1
236,23,1
237,1,1
237,14,1
237,15,1
237,17,1
237,22,1
238,2,1
238,20,1
239,2,1
239,5,1
239,12,1
239,15,1
239,19,1
239,21,1
239,23,1
240,15,1
240,26,1
241,15,1
241,21,1
241,22,1
241,23,1
242,5,1
242,15,1
242,26,1
243,5,1
243,15,1
243,21,1
243,22,1
243,23,1
243,25,1
244,5,1
244,15,1
244,26,1
245,1,1
245,14,1
245,17,1
245,22,1
246,1,1
246,14,1
246,15,1
246,17,1
246,20,1
246,22,1
247,9,1
247,26,1
248,5,1
248,21,1
248,23,1
249,1,1
249,5,1
249,14,1
249,17,1
249,22,1
249,23,1
250,5,1
250,15,1
251,5,1
251,21,1
251,23,1
252,15,1
252,23,1
253,15,1
253,21,1
253,23,1
254,5,1
254,12,1
254,15,1
254,19,1
254,20,1
254,21,1
254,23,1
255,5,1
255,15,1
255,22,1
256,5,1
256,15,1
256,23,1
257,2,1
257,15,1
257,26,1
258,2,1
258,5,1
258,15,1
258,19,1
258,20,1
258,21,1
258,23,1
258,25,1
259,9,1
259,22,1
260,0,1
260,15,1
261,1,1
261,13,1
261,14,1
261,16,1
261,17,1
261,22,1
262,5,1
262,7,1
262,13,1
262,16,1
262,20,1
262,21,1
262,26,1
263,15,1
263,20,1
263,25,1
264,5,1
264,15,1
264,20,1
264,23,1
264,25,1
265,2,1
265,15,1
266,21,1
266,23,1
267,7,1
267,15,1
267,19,1
268,0,1
268,2,1
268,15,1
268,19,1
268,20,1
268,25,1
268,26,1
269,1,1
269,5,1
269,9,1
269,14,1
269,15,1
269,17,1
269,20,1
269,21,1
269,22,1
269,23,1
269,25,1
270,5,1
270,15,1
271,0,1
271,2,1
271,5,1
271,15,1
271,19,1
271,20,1
271,21,1
271,23,1
271,25,1
271,26,1
272,5,1
272,15,1
272,21,1
273,5,1
273,12,1
273,21,1
273,23,1
274,2,1
274,15,1
275,9,1
275,15,1
276,5,1
276,15,1
276,21,1
276,22,1
276,23,1
276,26,1
277,2,1
277,9,1
277,15,1
277,21,1
277,23,1
277,25,1
278,1,1
278,5,1
278,13,1
278,14,1
278,15,1
278,16,1
278,17,1
278,19,1
278,20,1
278,21,1
278,22,1
278,23,1
279,13,1
279,16,1
280,20,1
280,21,1
281,9,1
281,15,1
281,20,1
282,9,1
282,20,1
283,7,1
283,15,1
284,15,1
284,20,1
285,5,1
285,21,1
285,23,1
286,5,1
286,20,1
287,5,1
287,15,1
287,21,1
287,22,1
287,23,1
288,0,1
288,1,1
288,2,1
288,5,1
288,12,1
288,13,1
288,14,1
288,15,1
288,16,1
288,17,1
288,19,1
288,20,1
288,21,1
288,22,1
288,23,1
288,25,1
288,26,1
289,5,1
289,21,1
289,23,1
290,21,1
290,23,1
291,5,1
291,15,1
291,21,1
292,0,1
292,2,1
292,5,1
292,9,1
292,15,1
292,20,1
292,21,1
292,23,1
292,26,1
293,5,1
293,15,1
293,21,1
293,23,1
294,0,1
294,1,1
294,2,1
294,5,1
294,13,1
294,14,1
294,15,1
294,16,1
294,17,1
294,19,1
294,20,1
294,21,1
294,22,1
294,23,1
294,25,1
295,1,1
295,5,1
295,14,1
295,15,1
295,17,1
295,20,1
295,21,1
295,22,1
295,23,1
296,5,1
296,7,1
296,15,1
296,22,1
297,5,1
297,19,1
298,2,1
298,15,1
299,15,1
299,20,1
300,15,1
300,22,1
301,15,1
301,20,1
302,2,1
302,5,1
302,15,1
302,21,1
303,0,1
303,5,1
303,13,1
303,15,1
303,16,1
303,20,1
303,21,1
303,22,1
303,23,1
303,25,1
304,5,1
304,20,1
305,5,1
305,9,1
305,21,1
305,23,1
305,25,1
306,15,1
306,26,1
307,2,1
307,5,1
307,9,1
307,15,1
307,26,1
308,1,1
308,7,1
308,14,1
308,15,1
308,17,1
308,22,1
309,5,1
309,15,1
309,21,1
310,9,1
310,15,1
311,5,1
311,15,1
311,21,1
312,7,1
312,15,1
312,21,1
312,23,1
313,5,1
313,12,1
313,15,1
314,0,1
314,2,1
314,5,1
314,12,1
314,15,1
314,20,1
314,23,1
314,25,1
315,15,1
315,20,1
316,9,1
316,15,1
317,0,1
317,1,1
317,2,1
317,5,1
317,14,1
317,15,1
317,17,1
317,19,1
317,20,1
317,21,1
317,22,1
317,23,1
317,25,1
318,1,1
318,2,1
318,14,1
318,15,1
318,17,1
318,22,1
319,5,1
319,9,1
319,15,1
320,1,1
320,12,1
320,13,1
320,14,1
320,16,1
320,17,1
320,22,1
321,2,1
321,15,1
322,1,1
322,5,1
322,12,1
322,14,1
322,15,1
322,17,1
322,19,1
322,21,1
322,22,1
322,23,1
322,26,1
323,15,1
323,22,1
324,5,1
324,20,1
324,21,1
324,23,1
325,5,1
325,15,1
325,19,1
325,20,1
325,21,1
326,2,1
326,5,1
326,9,1
326,19,1
326,20,1
326,21,1
326,23,1
327,0,1
327,5,1
327,15,1
327,19,1
327,21,1
327,23,1
328,15,1
328,22,1
329,0,1
329,5,1
329,15,1
329,21,1
329,22,1
329,23,1
330,7,1
330,15,1
331,15,1
331,26,1
332,5,1
332,15,1
333,5,1
333,15,1
333,22,1
334,5,1
334,15,1
334,22,1
334,25,1
335,1,1
335,5,1
335,7,1
335,14,1
335,17,1
335,22,1
336,15,1
336,21,1
337,15,1
337,26,1
338,15,1
338,26,1
339,5,1
339,15,1
340,5,1
340,15,1
341,15,1
341,23,1
342,15,1
342,21,1
343,2,1
343,15,1
344,0,1
344,2,1
344,15,1
344,22,1
344,25,1
344,26,1
345,2,1
345,5,1
345,9,1
345,15,1
345,19,1
345,20,1
345,21,1
345,23,1
345,25,1
345,26,1
346,2,1
346,5,1
346,15,1
346,20,1
346,21,1
346,22,1
346,23,1
347,0,1
347,20,1
347,21,1
347,23,1
347,25,1
348,1,1
348,14,1
348,17,1
348,22,1
349,2,1
349,9,1
350,9,1
350,15,1
351,0,1
351,15,1
351,19,1
351,20,1
351,25,1
352,15,1
352,20,1
353,2,1
353,5,1
353,15,1
353,20,1
354,9,1
354,15,1
355,15,1
355,23,1
355,26,1
356,5,1
356,21,1
356,23,1
357,0,1
357,5,1
357,7,1
357,15,1
357,23,1
357,25,1
358,9,1
358,15,1
359,0,1
359,5,1
359,15,1
359,20,1
359,21,1
359,23,1
359,25,1
360,0,1
360,2,1
360,5,1
360,15,1
360,20,1
360,21,1
360,22,1
360,23,1
360,26,1
361,9,1
361,15,1
362,9,1
362,15,1
363,1,1
363,2,1
363,5,1
363,14,1
363,15,1
363,17,1
363,20,1
363,21,1
363,22,1
364,0,1
364,7,1
364,15,1
364,20,1
364,22,1
364,25,1
364,26,1
365,2,1
365,7,1
365,15,1
365,26,1
366,0,1
366,5,1
366,15,1
366,20,1
366,23,1
367,5,1
367,15,1
367,21,1
367,25,1
368,0,1
368,15,1
368,19,1
368,20,1
368,25,1
368,26,1
369,13,1
369,16,1
370,2,1
370,15,1
370,22,1
371,15,1
371,26,1
372,15,1
372,20,1
373,5,1
373,7,1
373,15,1
373,20,1
374,13,1
374,16,1
375,9,1
375,15,1
376,5,1
376,15,1
376,21,1
377,20,1
377,25,1
378,5,1
378,12,1
378,15,1
378,25,1
379,0,1
379,1,1
379,2,1
379,5,1
379,7,1
379,9,1
379,14,1
379,15,1
379,17,1
379,19,1
379,20,1
379,21,1
379,22,1
379,23,1
379,25,1
379,26,1
380,5,1
380,15,1
380,21,1
381,0,1
381,15,1
381,19,1
381,22,1
381,26,1
382,2,1
382,15,1
382,23,1
382,26,1
383,0,1
383,2,1
383,9,1
383,15,1
383,20,1
383,25,1
383,26,1
384,1,1
384,14,1
384,17,1
384,22,1
385,9,1
385,15,1
386,5,1
386,26,1
387,5,1
387,15,1
387,21,1
387,26,1
388,2,1
388,15,1
389,5,1
389,7,1
389,15,1
389,20,1
389,21,1
389,23,1
389,25,1
390,5,1
390,7,1
390,15,1
390,22,1
391,1,1
391,14,1
391,17,1
391,22,1
391,23,1
392,9,1
392,15,1
392,23,1
392,26,1
393,15,1
393,26,1
394,7,1
394,15,1
394,20,1
395,5,1
395,12,1
395,15,1
395,20,1
395,21,1
396,5,1
396,13,1
396,15,1
396,16,1
396,21,1
396,23,1
397,1,1
397,5,1
397,14,1
397,15,1
397,17,1
397,19,1
397,20,1
397,21,1
397,22,1
397,23,1
398,9,1
398,20,1
399,2,1
399,5,1
399,13,1
399,15,1
399,16,1
399,19,1
399,21,1
399,23,1
400,1,1
400,14,1
400,17,1
400,22,1
401,5,1
401,7,1
402,5,1
402,21,1
402,23,1
403,2,1
403,15,1
404,9,1
404,15,1
405,1,1
405,5,1
405,14,1
405,15,1
405,17,1
405,22,1
406,9,1
406,15,1
407,7,1
407,15,1
408,20,1
408,26,1
409,1,1
409,5,1
409,14,1
409,15,1
409,17,1
409,21,1
409,22,1
409,23,1
410,15,1
410,20,1
411,5,1
411,7,1
412,1,1
412,14,1
412,17,1
412,22,1
412,25,1
413,7,1
413,15,1
414,21,1
414,26,1
415,2,1
415,15,1
416,15,1
416,21,1
416,22,1
417,9,1
417,15,1
418,15,1
418,23,1
419,20,1
419,23,1
420,1,1
420,5,1
420,14,1
420,17,1
420,20,1
420,22,1
420,23,1
420,26,1
421,15,1
421,22,1
422,5,1
422,9,1
422,15,1
422,21,1
422,23,1
422,26,1
423,5,1
423,7,1
423,21,1
423,23,1
424,1,1
424,5,1
424,14,1
424,15,1
424,17,1
424,20,1
424,21,1
424,22,1
424,23,1
425,7,1
425,15,1
426,5,1
426,26,1
427,2,1
427,13,1
427,16,1
428,1,1
428,14,1
428,17,1
428,22,1
429,5,1
429,7,1
429,15,1
429,21,1
429,23,1
429,25,1
429,26,1
430,0,1
430,7,1
431,15,1
431,21,1
432,0,1
432,5,1
432,15,1
432,20,1
432,21,1
432,23,1
432,25,1
433,9,1
433,26,1
434,1,1
434,5,1
434,9,1
434,14,1
434,15,1
434,17,1
434,19,1
434,20,1
434,21,1
434,22,1
434,23,1
435,2,1
435,9,1
435,10,1
435,26,1
436,2,1
436,15,1
436,26,1
437,15,1
437,21,1
438,21,1
438,23,1
439,5,1
439,21,1
439,23,1
440,5,1
440,23,1
441,0,1
441,5,1
442,5,1
442,15,1
442,23,1
443,5,1
443,21,1
444,5,1
444,23,1
445,15,1
446,5,1
446,15,1
446,20,1
446,21,1
447,1,1
447,5,1
447,14,1
447,15,1
447,17,1
447,21,1
447,22,1
447,23,1
447,25,1
448,0,1
448,1,1
448,2,1
448,14,1
448,15,1
448,17,1
448,20,1
448,22,1
448,23,1
449,5,1
449,7,1
449,15,1
449,21,1
449,22,1
449,23,1
450,5,1
450,15,1
450,21,1
450,23,1
451,5,1
451,7,1
451,15,1
451,23,1
452,5,1
452,15,1
452,20,1
452,21,1
452,23,1
453,7,1
453,15,1
454,7,1
454,9,1
455,15,1
455,20,1
456,2,1
456,5,1
456,21,1
456,23,1
457,0,1
457,9,1
457,21,1
457,25,1
458,15,1
458,21,1
458,25,1
459,0,1
459,1,1
459,5,1
459,14,1
459,15,1
459,17,1
459,20,1
459,22,1
459,23,1
459,25,1
460,5,1
460,15,1
460,21,1
460,23,1
460,26,1
461,5,1
461,21,1
461,23,1
462,15,1
462,21,1
462,23,1
463,15,1
463,26,1
464,0,1
464,1,1
464,2,1
464,5,1
464,14,1
464,15,1
464,17,1
464,19,1
464,20,1
464,21,1
464,22,1
464,23,1
464,25,1
464,26,1
465,1,1
465,2,1
465,5,1
465,14,1
465,15,1
465,17,1
465,21,1
465,22,1
465,23,1
465,26,1
466,15,1
466,26,1
467,9,1
467,15,1
467,20,1
467,26,1
468,5,1
468,12,1
468,15,1
468,19,1
468,21,1
468,23,1
469,5,1
469,23,1
470,0,1
470,1,1
470,2,1
470,5,1
470,12,1
470,13,1
470,14,1
470,15,1
470,16,1
470,17,1
470,19,1
470,20,1
470,21,1
470,22,1
470,23,1
470,25,1
471,0,1
471,2,1
471,5,1
471,15,1
471,20,1
471,21,1
471,22,1
471,23,1
472,5,1
472,7,1
472,9,1
472,15,1
472,21,1
472,23,1
473,1,1
473,5,1
473,7,1
473,13,1
473,14,1
473,15,1
473,16,1
473,17,1
473,19,1
473,20,1
473,21,1
473,22,1
473,23,1
473,25,1
473,26,1
474,15,1
474,21,1
474,22,1
474,23,1
475,5,1
475,9,1
475,15,1
475,21,1
475,23,1
475,26,1
476,2,1
476,5,1
476,9,1
476,12,1
476,15,1
476,20,1
477,2,1
477,15,1
478,5,1
478,15,1
478,21,1
479,7,1
479,15,1
479,26,1
480,2,1
480,15,1
480,20,1
480,25,1
480,26,1
481,15,1
481,20,1
481,25,1
482,5,1
482,21,1
482,23,1
483,5,1
483,15,1
483,19,1
483,21,1
483,23,1
483,25,1
484,15,1
484,26,1
485,5,1
485,15,1
485,21,1
485,22,1
485,23,1
486,5,1
486,21,1
486,23,1
487,5,1
487,7,1
487,9,1
487,15,1
487,21,1
487,23,1
488,5,1
488,15,1
488,20,1
488,21,1
488,23,1
488,25,1
489,2,1
489,7,1
490,9,1
490,15,1
491,15,1
491,20,1
491,26,1
492,5,1
492,23,1
493,15,1
493,25,1
495,2,1
495,15,1
496,15,1
496,20,1
496,25,1
497,20,1
497,21,1
498,5,1
498,15,1
498,20,1
498,21,1
498,23,1
499,0,1
499,1,1
499,2,1
499,5,1
499,7,1
499,9,1
499,14,1
499,15,1
499,17,1
499,20,1
499,21,1
499,22,1
499,23,1
499,25,1
500,15,1
500,20,1
501,5,1
501,21,1
502,15,1
502,20,1
503,9,1
503,15,1
503,20,1
504,0,1
504,20,1
504,26,1
505,5,1
505,12,1
505,15,1
505,21,1
505,23,1
506,2,1
506,15,1
506,26,1
507,5,1
507,15,1
507,20,1
507,21,1
507,23,1
508,5,1
508,15,1
508,26,1
509,5,1
509,21,1
509,23,1
510,0,1
510,15,1
510,20,1
510,22,1
510,26,1
511,5,1
511,21,1
511,23,1
512,15,1
512,23,1
512,26,1
513,0,1
513,2,1
513,20,1
514,7,1
514,23,1
515,2,1
515,15,1
515,20,1
515,21,1
516,0,1
516,15,1
516,20,1
516,23,1
516,26,1
517,2,1
517,7,1
517,9,1
517,15,1
517,20,1
517,26,1
518,20,1
518,25,1
519,5,1
519,15,1
519,21,1
520,7,1
520,25,1
521,15,1
521,21,1
522,10,1
522,26,1
523,7,1
523,9,1
523,15,1
524,5,1
524,13,1
524,16,1
524,23,1
525,5,1
525,9,1
526,5,1
526,7,1
526,15,1
526,23,1
527,5,1
527,21,1
528,0,1
528,2,1
528,5,1
528,15,1
528,20,1
528,21,1
528,23,1
528,25,1
529,0,1
529,15,1
529,19,1
530,5,1
530,15,1
530,20,1
530,21,1
530,25,1
531,9,1
531,15,1
532,2,1
532,15,1
533,13,1
533,16,1
534,15,1
534,20,1
535,5,1
535,21,1
536,0,1
536,2,1
536,5,1
536,15,1
536,20,1
537,15,1
537,26,1
538,1,1
538,5,1
538,7,1
538,14,1
538,15,1
538,17,1
538,19,1
538,20,1
538,21,1
538,22,1
538,23,1
539,2,1
539,5,1
539,13,1
539,16,1
539,19,1
539,21,1
539,26,1
540,20,1
540,26,1
541,5,1
541,15,1
541,21,1
542,0,1
542,15,1
542,25,1
542,26,1
543,15,1
543,20,1
543,26,1
544,12,1
544,15,1
545,2,1
545,15,1
546,1,1
546,5,1
546,14,1
546,15,1
546,17,1
546,22,1
546,23,1
547,15,1
547,26,1
548,12,1
548,13,1
548,16,1
549,15,1
549,22,1
549,23,1
550,9,1
550,15,1
550,26,1
551,5,1
551,21,1
551,23,1
552,0,1
552,1,1
552,2,1
552,5,1
552,9,1
552,14,1
552,15,1
552,17,1
552,20,1
552,21,1
552,22,1
552,25,1
553,5,1
553,7,1
553,9,1
553,12,1
553,15,1
553,21,1
