RNA,protein,label
305,184,-1
305,212,-1
305,950,-1
121,1079,-1
183,1079,-1
253,64,-1
183,137,-1
253,137,-1
183,806,-1
253,806,-1
183,756,-1
183,726,-1
253,613,-1
45,112,-1
183,1005,-1
253,756,-1
253,726,-1
195,1076,-1
253,903,-1
45,903,-1
253,1183,-1
195,1408,-1
276,31,-1
304,541,-1
116,624,-1
16,650,-1
269,1392,-1
286,137,-1
304,526,-1
142,1076,-1
304,42,-1
269,231,-1
304,1213,-1
269,223,-1
165,806,-1
319,843,-1
286,632,-1
267,641,-1
269,13,-1
318,903,-1
12,857,-1
269,1266,-1
276,1183,-1
304,468,-1
306,824,-1
137,370,-1
301,1079,-1
137,344,-1
155,1076,-1
319,751,-1
269,1180,-1
304,452,-1
13,1076,-1
293,678,-1
304,19,-1
14,632,-1
165,798,-1
269,803,-1
259,806,-1
74,751,-1
97,1404,-1
304,1127,-1
36,736,-1
36,1404,-1
226,64,-1
319,632,-1
304,679,-1
269,636,-1
269,1405,-1
36,328,-1
267,137,-1
185,1238,-1
234,482,-1
276,19,-1
239,736,-1
124,64,-1
304,1385,-1
131,64,-1
185,449,-1
321,1005,-1
304,930,-1
269,1032,-1
74,378,-1
304,353,-1
139,1079,-1
276,1005,-1
304,1008,-1
321,1155,-1
304,1263,-1
234,1404,-1
269,1416,-1
262,461,-1
241,1079,-1
12,1063,-1
82,389,-1
24,64,-1
74,1076,-1
304,428,-1
267,328,-1
165,959,-1
304,1053,-1
269,1316,-1
10,96,-1
23,1076,-1
220,824,-1
185,133,-1
269,1014,-1
269,1374,-1
269,630,-1
304,406,-1
304,989,-1
12,243,-1
10,64,-1
279,903,-1
282,1076,-1
12,378,-1
241,96,-1
22,64,-1
286,720,-1
304,768,-1
269,1371,-1
241,432,-1
304,1437,-1
239,1079,-1
185,919,-1
276,70,-1
241,133,-1
304,534,-1
234,732,-1
269,1209,-1
58,64,-1
14,1183,-1
269,133,-1
210,624,-1
241,959,-1
313,1364,-1
304,855,-1
139,806,-1
319,630,-1
269,1237,-1
293,137,-1
74,1183,-1
14,654,-1
126,1223,-1
74,846,-1
269,1352,-1
304,515,-1
220,515,-1
301,630,-1
301,137,-1
306,39,-1
239,788,-1
110,806,-1
220,574,-1
269,328,-1
269,760,-1
269,859,-1
276,903,-1
261,806,-1
269,85,-1
220,337,-1
37,1076,-1
14,137,-1
304,309,-1
12,3,-1
306,19,-1
36,806,-1
301,756,-1
171,64,-1
269,660,-1
309,959,-1
269,965,-1
321,903,-1
269,1186,-1
181,1076,-1
82,1079,-1
304,994,-1
57,64,-1
126,140,-1
269,1387,-1
165,749,-1
269,468,-1
267,1200,-1
319,1254,-1
319,140,-1
293,962,-1
185,412,-1
321,140,-1
269,254,-1
269,937,-1
286,462,-1
269,726,-1
321,721,-1
74,613,-1
304,1155,-1
269,952,-1
321,151,-1
165,432,-1
267,692,-1
157,1076,-1
146,806,-1
304,788,-1
269,623,-1
269,1236,-1
137,76,-1
185,479,-1
301,64,-1
313,1076,-1
185,154,-1
137,1354,-1
269,934,-1
176,39,-1
269,1264,-1
97,461,-1
304,1294,-1
97,1408,-1
267,310,-1
304,1142,-1
261,1076,-1
74,624,-1
269,1020,-1
304,441,-1
21,1183,-1
176,788,-1
286,1053,-1
320,806,-1
14,613,-1
172,726,-1
137,534,-1
269,971,-1
185,624,-1
279,806,-1
304,367,-1
304,331,-1
286,748,-1
176,902,-1
269,211,-1
269,79,-1
267,208,-1
21,903,-1
12,1183,-1
269,685,-1
269,1254,-1
269,1284,-1
301,613,-1
304,960,-1
319,1396,-1
176,1408,-1
12,112,-1
321,945,-1
269,1151,-1
220,500,-1
304,1405,-1
234,353,-1
241,575,-1
304,96,-1
214,903,-1
12,19,-1
10,824,-1
233,64,-1
220,756,-1
293,732,-1
185,114,-1
165,461,-1
269,1402,-1
269,27,-1
269,951,-1
304,827,-1
185,854,-1
267,806,-1
269,239,-1
12,903,-1
185,1022,-1
269,581,-1
267,477,-1
99,624,-1
267,978,-1
12,623,-1
241,902,-1
301,720,-1
304,1183,-1
200,1076,-1
185,480,-1
176,1404,-1
98,96,-1
234,908,-1
269,41,-1
181,96,-1
239,337,-1
319,678,-1
293,978,-1
220,806,-1
137,1209,-1
269,1050,-1
211,806,-1
293,1068,-1
293,1020,-1
126,806,-1
269,145,-1
82,1254,-1
306,452,-1
269,968,-1
269,464,-1
321,1068,-1
269,925,-1
309,96,-1
205,1076,-1
269,530,-1
220,378,-1
36,64,-1
304,837,-1
293,1005,-1
185,31,-1
185,1396,-1
165,1076,-1
269,1294,-1
176,673,-1
267,624,-1
304,429,-1
269,1380,-1
185,973,-1
85,64,-1
304,35,-1
185,54,-1
269,366,-1
269,813,-1
176,613,-1
98,64,-1
306,322,-1
241,748,-1
269,851,-1
269,659,-1
267,1005,-1
137,630,-1
37,806,-1
304,817,-1
236,1408,-1
304,599,-1
292,903,-1
276,1079,-1
304,824,-1
269,392,-1
137,322,-1
241,720,-1
313,1105,-1
293,254,-1
176,908,-1
269,535,-1
97,96,-1
269,1161,-1
319,340,-1
176,166,-1
185,162,-1
269,187,-1
269,895,-1
269,569,-1
116,1076,-1
304,328,-1
293,337,-1
269,139,-1
247,1076,-1
276,344,-1
304,1121,-1
241,1076,-1
269,811,-1
269,809,-1
267,650,-1
241,890,-1
39,903,-1
304,434,-1
12,1079,-1
269,206,-1
304,978,-1
269,492,-1
321,806,-1
267,756,-1
267,3,-1
269,49,-1
185,4,-1
12,407,-1
269,654,-1
269,554,-1
269,446,-1
267,914,-1
269,175,-1
304,222,-1
269,370,-1
304,520,-1
14,1421,-1
239,624,-1
293,166,-1
269,390,-1
99,902,-1
12,1022,-1
185,370,-1
241,461,-1
321,64,-1
269,354,-1
269,1354,-1
185,799,-1
185,1314,-1
304,830,-1
306,678,-1
248,1408,-1
125,242,-1
278,452,-1
316,1184,-1
86,330,-1
294,846,-1
4,883,-1
86,199,-1
256,806,-1
114,903,-1
191,176,-1
217,732,-1
48,1076,-1
132,736,-1
187,919,-1
86,652,-1
125,1444,-1
1,736,-1
86,1017,-1
86,544,-1
86,895,-1
294,340,-1
316,1349,-1
125,1401,-1
86,1239,-1
229,846,-1
90,1349,-1
86,1409,-1
312,1183,-1
115,806,-1
217,846,-1
125,1377,-1
168,337,-1
206,64,-1
109,140,-1
141,775,-1
268,46,-1
25,613,-1
219,1076,-1
86,1112,-1
30,560,-1
125,1002,-1
294,1202,-1
86,1005,-1
125,1320,-1
120,613,-1
217,561,-1
294,725,-1
125,1344,-1
54,64,-1
217,1179,-1
160,806,-1
125,1144,-1
86,1150,-1
268,736,-1
50,1254,-1
310,736,-1
147,806,-1
193,1076,-1
4,10,-1
25,1068,-1
281,806,-1
90,806,-1
86,439,-1
86,935,-1
223,641,-1
212,1343,-1
109,1432,-1
217,908,-1
86,1208,-1
47,64,-1
90,736,-1
120,1005,-1
125,611,-1
125,270,-1
125,1154,-1
294,1376,-1
86,1205,-1
4,809,-1
25,849,-1
294,1421,-1
294,741,-1
212,728,-1
86,1314,-1
77,902,-1
25,641,-1
132,922,-1
31,328,-1
25,432,-1
81,641,-1
125,46,-1
217,260,-1
125,824,-1
294,995,-1
294,1283,-1
125,286,-1
86,855,-1
235,806,-1
125,129,-1
125,877,-1
90,388,-1
294,1171,-1
31,378,-1
90,1020,-1
255,837,-1
25,837,-1
125,434,-1
187,603,-1
86,110,-1
187,1435,-1
90,1068,-1
217,482,-1
132,137,-1
86,697,-1
125,736,-1
64,1405,-1
316,200,-1
291,806,-1
64,1207,-1
54,903,-1
86,31,-1
289,64,-1
90,1022,-1
86,1408,-1
107,432,-1
47,678,-1
187,930,-1
86,42,-1
31,112,-1
192,806,-1
30,3,-1
31,745,-1
1,140,-1
255,751,-1
187,565,-1
316,1411,-1
312,775,-1
86,1266,-1
86,158,-1
125,1372,-1
193,756,-1
77,1416,-1
248,140,-1
316,1364,-1
312,176,-1
72,806,-1
87,1079,-1
158,64,-1
4,726,-1
86,492,-1
294,360,-1
86,996,-1
65,328,-1
31,613,-1
86,1142,-1
125,751,-1
105,15,-1
294,1220,-1
64,477,-1
255,903,-1
25,317,-1
61,1076,-1
316,195,-1
1,1079,-1
271,1076,-1
316,1363,-1
229,1437,-1
113,96,-1
278,208,-1
25,903,-1
229,1285,-1
225,96,-1
140,1076,-1
294,414,-1
25,624,-1
168,208,-1
25,970,-1
113,650,-1
25,370,-1
90,757,-1
187,726,-1
64,1349,-1
64,337,-1
86,958,-1
217,133,-1
90,266,-1
31,253,-1
77,70,-1
187,529,-1
105,887,-1
187,1122,-1
86,638,-1
64,678,-1
111,64,-1
59,806,-1
125,318,-1
15,378,-1
291,732,-1
1,902,-1
86,763,-1
4,1063,-1
86,944,-1
109,860,-1
86,936,-1
187,10,-1
187,854,-1
86,1223,-1
255,624,-1
281,624,-1
70,1408,-1
123,1076,-1
86,1184,-1
31,561,-1
86,552,-1
86,974,-1
294,1347,-1
191,824,-1
20,1076,-1
278,1178,-1
4,613,-1
65,1079,-1
323,1076,-1
56,903,-1
86,1243,-1
149,732,-1
132,208,-1
316,883,-1
120,756,-1
294,1123,-1
86,1047,-1
187,922,-1
190,914,-1
86,256,-1
86,159,-1
294,238,-1
109,736,-1
187,883,-1
278,630,-1
125,321,-1
30,1342,-1
316,339,-1
312,673,-1
299,70,-1
87,962,-1
86,449,-1
265,64,-1
294,1430,-1
294,194,-1
125,21,-1
193,806,-1
294,796,-1
86,196,-1
168,736,-1
86,1382,-1
316,139,-1
125,1112,-1
187,1020,-1
86,354,-1
125,650,-1
164,1005,-1
86,1050,-1
294,10,-1
64,962,-1
217,922,-1
118,166,-1
86,99,-1
86,683,-1
187,280,-1
83,337,-1
159,96,-1
64,42,-1
132,317,-1
294,765,-1
151,482,-1
54,1187,-1
299,798,-1
50,1183,-1
31,673,-1
31,838,-1
278,806,-1
86,260,-1
86,1025,-1
168,959,-1
212,902,-1
316,1319,-1
299,959,-1
86,1178,-1
4,959,-1
86,969,-1
81,1008,-1
86,1429,-1
86,242,-1
11,1076,-1
86,1410,-1
86,1158,-1
285,96,-1
190,317,-1
255,650,-1
125,983,-1
322,806,-1
278,64,-1
294,519,-1
125,1254,-1
4,293,-1
86,1244,-1
83,613,-1
31,725,-1
125,612,-1
81,902,-1
255,1068,-1
132,353,-1
132,561,-1
30,432,-1
255,1191,-1
125,526,-1
86,1437,-1
187,326,-1
294,639,-1
187,944,-1
294,1435,-1
316,255,-1
105,1254,-1
125,137,-1
86,980,-1
86,215,-1
125,995,-1
86,282,-1
316,326,-1
270,869,-1
107,914,-1
54,613,-1
86,635,-1
86,52,-1
30,1183,-1
71,1354,-1
255,412,-1
64,166,-1
47,613,-1
278,719,-1
324,806,-1
125,1411,-1
294,978,-1
324,959,-1
168,751,-1
125,727,-1
193,624,-1
8,64,-1
64,914,-1
86,33,-1
229,1079,-1
187,814,-1
118,798,-1
59,482,-1
187,317,-1
294,669,-1
153,1076,-1
125,984,-1
132,1017,-1
125,1149,-1
187,1176,-1
4,243,-1
25,1163,-1
229,757,-1
109,1079,-1
54,1404,-1
294,584,-1
125,968,-1
25,749,-1
125,18,-1
208,624,-1
316,1079,-1
86,312,-1
86,998,-1
71,1044,-1
86,825,-1
125,261,-1
294,1404,-1
187,1396,-1
312,243,-1
312,1121,-1
87,1053,-1
31,1416,-1
30,166,-1
86,395,-1
86,35,-1
187,162,-1
31,946,-1
187,625,-1
64,860,-1
86,1163,-1
187,166,-1
4,720,-1
118,919,-1
316,689,-1
86,79,-1
145,806,-1
187,1254,-1
299,784,-1
294,958,-1
125,1052,-1
316,1299,-1
316,1165,-1
31,728,-1
299,1183,-1
316,344,-1
86,534,-1
294,497,-1
187,613,-1
294,1238,-1
294,1363,-1
4,777,-1
109,1017,-1
31,96,-1
294,825,-1
64,510,-1
30,519,-1
26,196,-1
30,1053,-1
188,806,-1
25,1076,-1
86,650,-1
299,1005,-1
294,689,-1
225,64,-1
125,274,-1
86,558,-1
86,749,-1
86,112,-1
217,720,-1
86,796,-1
87,641,-1
125,1396,-1
294,243,-1
125,854,-1
125,311,-1
25,96,-1
71,502,-1
125,860,-1
65,1076,-1
125,284,-1
294,714,-1
125,1421,-1
86,382,-1
86,927,-1
294,409,-1
255,630,-1
25,838,-1
204,64,-1
294,784,-1
125,25,-1
315,806,-1
30,64,-1
40,1421,-1
312,1268,-1
316,31,-1
255,1079,-1
86,143,-1
294,1070,-1
193,613,-1
294,213,-1
125,1238,-1
109,1254,-1
30,726,-1
86,344,-1
268,24,-1
294,500,-1
256,624,-1
86,235,-1
229,519,-1
15,337,-1
109,46,-1
86,1249,-1
81,887,-1
217,462,-1
229,151,-1
120,137,-1
83,140,-1
109,328,-1
8,1076,-1
71,328,-1
31,857,-1
81,732,-1
125,473,-1
256,96,-1
324,1220,-1
178,1076,-1
125,529,-1
125,142,-1
86,1013,-1
190,432,-1
156,962,-1
125,510,-1
86,227,-1
125,902,-1
132,482,-1
118,344,-1
90,340,-1
86,1372,-1
86,692,-1
1,96,-1
299,1079,-1
50,328,-1
229,748,-1
86,573,-1
125,70,-1
294,479,-1
25,64,-1
54,721,-1
316,1179,-1
125,297,-1
287,903,-1
86,337,-1
141,806,-1
132,678,-1
125,357,-1
40,624,-1
86,383,-1
278,1068,-1
187,762,-1
86,378,-1
87,1342,-1
77,641,-1
86,1439,-1
125,943,-1
86,570,-1
47,902,-1
4,1224,-1
61,962,-1
86,1397,-1
125,85,-1
125,333,-1
1,806,-1
311,806,-1
86,655,-1
255,519,-1
86,1432,-1
86,1002,-1
50,3,-1
278,1421,-1
148,64,-1
17,1076,-1
294,513,-1
125,1179,-1
86,1090,-1
4,827,-1
218,1408,-1
77,1299,-1
187,530,-1
312,883,-1
86,1036,-1
299,650,-1
31,19,-1
86,425,-1
266,1076,-1
77,1223,-1
90,887,-1
108,806,-1
294,1408,-1
118,914,-1
47,806,-1
4,311,-1
105,641,-1
86,102,-1
86,903,-1
208,903,-1
54,1183,-1
125,678,-1
77,328,-1
30,1079,-1
86,800,-1
125,1409,-1
299,883,-1
125,271,-1
86,806,-1
84,1076,-1
84,64,-1
29,806,-1
84,806,-1
29,64,-1
134,806,-1
305,806,-1
305,64,-1
134,1079,-1
29,1076,-1
305,1076,-1
134,96,-1
134,903,-1
305,903,-1
134,650,-1
121,522,-1
195,522,-1
183,181,-1
253,522,-1
195,443,-1
253,78,-1
45,522,-1
183,78,-1
253,181,-1
183,522,-1
36,522,-1
269,1160,-1
304,703,-1
304,301,-1
176,522,-1
185,443,-1
269,1153,-1
269,1206,-1
319,872,-1
220,122,-1
97,522,-1
269,81,-1
176,301,-1
14,181,-1
234,1160,-1
306,443,-1
304,220,-1
185,1160,-1
321,181,-1
269,779,-1
14,443,-1
310,301,-1
31,522,-1
71,443,-1
47,78,-1
86,47,-1
86,313,-1
294,393,-1
118,622,-1
83,181,-1
312,301,-1
123,522,-1
193,522,-1
105,1160,-1
218,443,-1
4,1206,-1
50,522,-1
26,758,-1
86,1015,-1
25,443,-1
77,608,-1
151,522,-1
56,443,-1
212,1206,-1
141,443,-1
86,608,-1
255,78,-1
31,308,-1
59,443,-1
316,872,-1
294,823,-1
164,78,-1
62,522,-1
168,78,-1
255,313,-1
316,301,-1
159,522,-1
187,301,-1
125,122,-1
30,181,-1
217,1160,-1
151,301,-1
118,181,-1
310,522,-1
151,443,-1
125,301,-1
134,522,-1
269,48,-1
12,150,-1
267,150,-1
137,150,-1
269,150,-1
304,150,-1
269,101,-1
185,150,-1
269,668,-1
319,150,-1
185,48,-1
220,150,-1
25,150,-1
312,150,-1
294,668,-1
86,48,-1
125,668,-1
187,150,-1
294,150,-1
4,150,-1
86,668,-1
86,101,-1
125,150,-1
